Country Name,Active Personnel,Aircraft Carriers,Airports,Armored Vehicles,Attack Aircraft,Attack Helicopters,Available Manpower,Coastline (km),Corvettes,Defense Budget (USD),Destroyers,External Debt (USD),Fighter Aircraft,Fit for Service,Foreign Exchange Reserves (USD),Frigates,Helicopter Carriers,Helicopters,Labor Force,Land Area (sq km),Merchant Marine Fleet,Mine Warfare,Natural Gas Production,Oil Consumption (bbl/day),Oil Production (bbl/day),Ports,Proven Oil Reserves (bbl),Purchasing Power Parity (USD),Railway Coverage (km),Reserve Personnel,Roadway Coverage (km),Rocket Projectors,Self-Propelled Artillery,Shared Borders (km),Special Mission Aircraft,Submarines,Tanker Aircraft,Tanks,Total Aircraft,Total Naval Assets,Total Population,Towed Artillery,Trainer Aircraft,Transport Aircraft,Waterways (km),Power Index Score,Aircraft Carriers_per_capita,Attack Aircraft_per_capita,Attack Helicopters_per_capita,Fighter Aircraft_per_capita,Helicopter Carriers_per_capita,Helicopters_per_capita,Special Mission Aircraft_per_capita,Tanker Aircraft_per_capita,Tanks_per_capita,Total Aircraft_per_capita,Trainer Aircraft_per_capita,Transport Aircraft_per_capita,Equipment_Total,Personnel_Total,Military_Spending_per_Capita,Region,ISO Code,Latitude,Longitude,Power Tier
Belarus,6300007.0,,46.0,185.0,185,29,5035769530.0,,,1077900000.0,,44000000000.0,185,3724569392.0,8118000000.0,,,185,4956000.0,207600.0,4.0,,73929000.0,131000.0,30000.0,0.0,198000000.0,254407000000.0,5528.0,14500015.0,86600.0,185.0,357,3599.0,0,,0,185,185,,9501451.0,215,185,185,2500.0,0.5764826717489451,,1.9470708266483906e-05,3.05216507961099e-06,1.9470708266483906e-05,,1.9470708266483906e-05,0.0,0.0,1.9470708266483906e-05,1.9470708266483906e-05,1.9470708266483906e-05,1.9470708266483906e-05,1324.0,20800022.0,113.44581859698916,Other,OTH,0.0,0.0,Developing
Uzbekistan,4800001.0,0.0,74.0,192.0,192,34,18990708520.0,420.0,0.0,2803500000.0,0.0,19652500000.0,192,15959499437.0,34558000000.0,0.0,0.0,192,14270000.0,447400.0,0.0,0.0,47500000000.0,91000.0,64000.0,0.0,594000000.0,319174000000.0,4642.0,0.0,86496.0,192.0,147,6893.0,0,0.0,0,192,192,0.0,36520593.0,236,192,192,1100.0,0.7979994675865423,0.0,5.257307698774012e-06,9.30981571657898e-07,5.257307698774012e-06,0.0,5.257307698774012e-06,0.0,0.0,5.257307698774012e-06,5.257307698774012e-06,5.257307698774012e-06,5.257307698774012e-06,1378.0,4800001.0,76.76490694537992,Other,OTH,0.0,0.0,Developing
New Zealand,867002.0,0.0,202.0,48.0,48,0,2219321430.0,15134.0,0.0,3030000000.0,0.0,209683100000.0,48,1775457344.0,15487000000.0,2.0,0.0,48,3068000.0,268838.0,117.0,0.0,3770000000.0,154000.0,12000.0,22.0,40993000.0,254770000000.0,4128.0,325001.0,94000.0,48.0,0,,6,0.0,0,48,48,8.0,5161211.0,31,48,48,0.0,0.3264634955922567,0.0,9.300141129641642e-06,0.0,9.300141129641642e-06,0.0,9.300141129641642e-06,1.1625176412052052e-06,0.0,9.300141129641642e-06,9.300141129641642e-06,9.300141129641642e-06,9.300141129641642e-06,342.0,1192003.0,587.0714088086287,Other,OTH,0.0,0.0,Developing
Bulgaria,3700005.0,0.0,111.0,65.0,65,4,3187850470.0,354.0,3.0,1373232000.0,0.0,27138500000.0,65,2611324385.0,46334000000.0,4.0,0.0,65,3103000.0,110880.0,78.0,10.0,20837000.0,101000.0,4000.0,2.0,15000000.0,214061000000.0,4029.0,300000.0,19512.0,65.0,48,1806.0,0,0.0,0,65,65,36.0,6782659.0,24,65,65,470.0,0.6246043598620455,0.0,9.583260844565407e-06,5.897391288963327e-07,9.583260844565407e-06,0.0,9.583260844565407e-06,0.0,0.0,9.583260844565407e-06,9.583260844565407e-06,9.583260844565407e-06,9.583260844565407e-06,459.0,4000005.0,202.4621608631422,Other,OTH,0.0,0.0,Developing
Jordan,10050009.0,0.0,17.0,274.0,274,44,3463947310.0,26.0,0.0,2500000000.0,0.0,25646500000.0,274,2983464267.0,15715600000.0,0.0,0.0,274,3063000.0,89342.0,34.0,0.0,187262000.0,97000.0,20.0,1.0,1000000.0,106806000000.0,509.0,6500006.0,7203.0,274.0,358,1744.0,13,0.0,0,274,274,27.0,11174024.0,80,274,274,0.0,0.551568463359893,0.0,2.4521155089593943e-05,3.937703737015086e-06,2.4521155089593943e-05,0.0,2.4521155089593943e-05,1.1634124677544573e-06,0.0,2.4521155089593943e-05,2.4521155089593943e-05,2.4521155089593943e-05,2.4521155089593943e-05,1975.0,16550015.0,223.7331668758572,Other,OTH,0.0,0.0,Developing
Sri Lanka,34600016.0,0.0,18.0,85.0,85,9,10551652480.0,1340.0,0.0,1265400000.0,0.0,46409500000.0,85,8551235389.0,3450700000.0,5.0,0.0,85,8707000.0,65610.0,96.0,0.0,0.0,121000.0,0.0,6.0,0.0,287132000000.0,1562.0,9000004.0,114093.0,85.0,0,,3,0.0,0,85,85,270.0,21982608.0,96,85,85,160.0,0.8506465669031222,0.0,3.866692984440564e-06,4.094145512937068e-07,3.866692984440564e-06,0.0,3.866692984440564e-06,1.364715170979023e-07,0.0,3.866692984440564e-06,3.866692984440564e-06,3.866692984440564e-06,3.866692984440564e-06,607.0,43600020.0,57.56368591189517,Other,OTH,0.0,0.0,Developing
Kuwait,7200023.0,0.0,6.0,128.0,128,16,1726095550.0,499.0,0.0,6950000000.0,0.0,55000000000.0,128,1449920462.0,52619000000.0,0.0,0.0,128,2463000.0,17818.0,176.0,0.0,19285000000.0,372000.0,2910000.0,6.0,101500000000.0,219060000000.0,0.0,2400008.0,5749.0,128.0,74,475.0,0,0.0,3,128,128,123.0,3138355.0,0,128,128,0.0,0.925840433039948,0.0,4.0785685244121445e-05,5.098210655515181e-06,4.0785685244121445e-05,0.0,4.0785685244121445e-05,0.0,9.559144979090963e-07,4.0785685244121445e-05,4.0785685244121445e-05,4.0785685244121445e-05,4.0785685244121445e-05,915.0,9600031.0,2214.5352534894064,Other,OTH,0.0,0.0,Developing
Syria,17000007.0,0.0,39.0,207.0,207,14,15273871640.0,193.0,0.0,291850000.0,0.0,4309500000.0,207,13245310555.0,341962500.0,0.0,0.0,207,6315000.0,187437.0,24.0,4.0,3085000000.0,138000.0,75000.0,3.0,2500000000.0,55935900000.0,2052.0,5000002.0,69873.0,207.0,90,2363.0,1,0.0,0,207,207,27.0,23865423.0,641,207,207,900.0,0.7001397511399373,0.0,8.673635968085042e-06,5.866227224791816e-07,8.673635968085042e-06,0.0,8.673635968085042e-06,4.190162303422725e-08,0.0,8.673635968085042e-06,8.673635968085042e-06,8.673635968085042e-06,8.673635968085042e-06,1464.0,22000009.0,12.228988682539224,Other,OTH,0.0,0.0,Developing
Yemen,6670002.0,0.0,36.0,84.0,84,7,12213368380.0,1906.0,1.0,810375000.0,0.0,6343500000.0,84,9031464281.0,923361750.0,0.0,0.0,84,6883000.0,527968.0,30.0,1.0,189432000.0,60000.0,15000.0,10.0,3000000000.0,67003300000.0,0.0,0.0,71300.0,84.0,0,1601.0,0,0.0,0,84,84,33.0,32140443.0,15,84,84,0.0,0.3954344074919181,0.0,2.613529545515924e-06,2.177941287929937e-07,2.613529545515924e-06,0.0,2.613529545515924e-06,0.0,0.0,2.613529545515924e-06,2.613529545515924e-06,2.613529545515924e-06,2.613529545515924e-06,595.0,6670002.0,25.21355958866032,Other,OTH,0.0,0.0,Developing
Tunisia,8980007.0,0.0,14.0,154.0,154,0,6024424500.0,1148.0,0.0,1400000000.0,0.0,27084500000.0,154,5181004430.0,9240000000.0,0.0,0.0,154,4445000.0,163610.0,72.0,0.0,1323000000.0,108000.0,35000.0,16.0,425000000.0,153637000000.0,2173.0,0.0,20000.0,154.0,0,1495.0,4,0.0,0,154,154,58.0,12048847.0,85,154,154,0.0,0.4151472010256856,0.0,1.2781304901514235e-05,0.0,1.2781304901514235e-05,0.0,1.2781304901514235e-05,3.319819454938763e-07,0.0,1.2781304901514235e-05,1.2781304901514235e-05,1.2781304901514235e-05,1.2781304901514235e-05,1082.0,8980007.0,116.19368092285669,Other,OTH,0.0,0.0,Developing
Kenya,5000001.0,0.0,370.0,156.0,156,2,21551160370.0,536.0,0.0,1307383850.0,0.0,30514500000.0,156,14037377241.0,7342000000.0,0.0,0.0,156,25502000.0,580367.0,26.0,0.0,0.0,119000.0,0.0,4.0,0.0,314063000000.0,3819.0,0.0,161452.0,156.0,18,3457.0,2,0.0,0,156,156,23.0,58246378.0,53,156,156,0.0,0.5804209687700138,0.0,2.6782780780243862e-06,3.4336898436210095e-08,2.6782780780243862e-06,0.0,2.6782780780243862e-06,3.4336898436210095e-08,0.0,2.6782780780243862e-06,2.6782780780243862e-06,2.6782780780243862e-06,2.6782780780243862e-06,1096.0,5000001.0,22.445753237295666,Other,OTH,0.0,0.0,Developing
Libya,3200004.0,0.0,66.0,143.0,143,4,3827857520.0,1770.0,1.0,3060000000.0,0.0,3322000000.0,143,3290485447.0,92427000000.0,0.0,0.0,143,2398000.0,1759540.0,96.0,1.0,11832000000.0,230000.0,1245000.0,14.0,48363000000.0,121951000000.0,2000.0,0.0,37000.0,143.0,15,4339.0,0,0.0,0,143,143,5.0,7361263.0,28,143,143,0.0,0.8071764197881289,0.0,1.9426011619743565e-05,5.433849404124074e-07,1.9426011619743565e-05,0.0,1.9426011619743565e-05,0.0,0.0,1.9426011619743565e-05,1.9426011619743565e-05,1.9426011619743565e-05,1.9426011619743565e-05,1005.0,3200004.0,415.6894794154917,Other,OTH,0.0,0.0,Developing
Lebanon,6000011.0,0.0,8.0,80.0,80,0,2092148390.0,225.0,0.0,768250325.0,0.0,36928000000.0,80,1775644331.0,26498095000.0,0.0,0.0,80,1771000.0,10400.0,51.0,0.0,0.0,174000.0,0.0,5.0,0.0,65818000000.0,401.0,3500007.0,21705.0,80.0,12,484.0,0,0.0,0,80,80,64.0,5364482.0,353,80,80,0.0,0.2881260959859461,0.0,1.4912900273894054e-05,0.0,1.4912900273894054e-05,0.0,1.4912900273894054e-05,0.0,0.0,1.4912900273894054e-05,1.4912900273894054e-05,1.4912900273894054e-05,1.4912900273894054e-05,560.0,9500018.0,143.21050602639622,Other,OTH,0.0,0.0,Developing
Nepal,9500003.0,,51.0,15.0,15,0,15249970490.0,,,409100000.0,,5838500000.0,15,11733140377.0,12456000000.0,,,15,8937000.0,147181.0,0.0,,0.0,62000.0,0.0,0.0,0.0,144310000000.0,59.0,0.0,27990.0,15.0,0,3159.0,0,,0,15,15,,31122387.0,14,15,15,0.0,0.2976807458383939,,4.81968157456298e-07,0.0,4.81968157456298e-07,,4.81968157456298e-07,0.0,0.0,4.81968157456298e-07,4.81968157456298e-07,4.81968157456298e-07,4.81968157456298e-07,105.0,9500003.0,13.1448782143581,Other,OTH,0.0,0.0,Developing
Qatar,6655026.0,0.0,8.0,251.0,251,24,638022250.0,563.0,4.0,9432000000.0,0.0,187000000000.0,251,490001192.0,51539000000.0,0.0,0.0,251,2035000.0,11586.0,123.0,0.0,169595000000.0,297000.0,1815000.0,6.0,25244000.0,304973000000.0,0.0,1500006.0,7039.0,251.0,46,87.0,0,0.0,0,251,251,115.0,2552088.0,12,251,251,0.0,0.7845176641409596,0.0,9.835080202923958e-05,9.4040607517998e-06,9.835080202923958e-05,0.0,9.835080202923958e-05,0.0,0.0,9.835080202923958e-05,9.835080202923958e-05,9.835080202923958e-05,9.835080202923958e-05,1781.0,8155032.0,3695.7958754573215,Other,OTH,0.0,0.0,Developing
Ireland,776501.0,0.0,100.0,22.0,22,0,2407392460.0,1448.0,0.0,1500000000.0,0.0,3300000000000.0,22,1999182382.0,12905000000.0,0.0,0.0,22,2766000.0,70273.0,94.0,0.0,1447000000.0,156000.0,600.0,21.0,0.0,608463000000.0,1688.0,170000.0,99830.0,22.0,0,443.0,2,0.0,0,22,22,8.0,5233461.0,0,22,22,956.0,0.3336696955401018,0.0,4.203718303486296e-06,0.0,4.203718303486296e-06,0.0,4.203718303486296e-06,3.8215620940784513e-07,0.0,4.203718303486296e-06,4.203718303486296e-06,4.203718303486296e-06,4.203718303486296e-06,156.0,946501.0,286.61715705588387,Other,OTH,0.0,0.0,Developing
Lithuania,2300009.0,0.0,65.0,9.0,9,0,1708321650.0,90.0,0.0,2388900000.0,0.0,44000000000.0,9,1332490507.0,6168000000.0,0.0,0.0,9,1510000.0,65300.0,59.0,4.0,0.0,68000.0,4000.0,2.0,12000000.0,132712000000.0,1911.0,10400040.0,84166.0,9.0,21,1545.0,0,0.0,0,9,9,14.0,2628186.0,54,9,9,441.0,0.2710134288310132,0.0,3.424413864005872e-06,0.0,3.424413864005872e-06,0.0,3.424413864005872e-06,0.0,0.0,3.424413864005872e-06,3.424413864005872e-06,3.424413864005872e-06,3.424413864005872e-06,63.0,12700049.0,908.9535866359586,Other,OTH,0.0,0.0,Developing
Ghana,1550000.0,0.0,11.0,19.0,19,0,14873310430.0,539.0,0.0,308500000.0,0.0,22550000000.0,19,9961658288.0,3624000000.0,0.0,0.0,19,14887000.0,238533.0,52.0,0.0,3192000000.0,110000.0,174000.0,4.0,660000000.0,229639000000.0,947.0,0.0,65725.0,19.0,0,2420.0,2,0.0,0,19,19,28.0,34589092.0,6,19,19,1293.0,0.328731290024628,0.0,5.493061064075893e-07,0.0,5.493061064075893e-07,0.0,5.493061064075893e-07,5.7821695411325187e-08,0.0,5.493061064075893e-07,5.493061064075893e-07,5.493061064075893e-07,5.493061064075893e-07,135.0,1550000.0,8.91899651719691,Other,OTH,0.0,0.0,Developing
Cameroon,4000001.0,0.0,37.0,35.0,35,0,10528476340.0,400.0,0.0,554952283.0,0.0,9506000000.0,35,6224187201.0,5754093000.0,0.0,0.0,35,11965000.0,475440.0,198.0,0.0,2595000000.0,40000.0,54000.0,7.0,200000000.0,138925000000.0,987.0,0.0,77589.0,35.0,18,5018.0,2,0.0,0,35,35,51.0,30966105.0,52,35,35,0.0,0.4963343411823429,0.0,1.1302680420973822e-06,0.0,1.1302680420973822e-06,0.0,1.1302680420973822e-06,6.458674526270757e-08,0.0,1.1302680420973822e-06,1.1302680420973822e-06,1.1302680420973822e-06,1.1302680420973822e-06,247.0,4000001.0,17.921280867539497,Other,OTH,0.0,0.0,Developing
Turkmenistan,3650006.0,0.0,23.0,91.0,91,10,2768681482.0,1768.0,0.0,1078020000.0,0.0,2134500000.0,91,2245963391.0,23415400000.0,0.0,0.0,91,2163000.0,488100.0,73.0,0.0,86472000000.0,152000.0,272000.0,0.0,600000000.0,94790000000.0,5113.0,0.0,58592.0,91.0,73,4158.0,0,0.0,0,91,91,16.0,5744151.0,450,91,91,1300.0,0.5778652770662758,0.0,1.584219916186062e-05,1.7409010067978705e-06,1.584219916186062e-05,0.0,1.584219916186062e-05,0.0,0.0,1.584219916186062e-05,1.584219916186062e-05,1.584219916186062e-05,1.584219916186062e-05,647.0,3650006.0,187.672610334824,Other,OTH,0.0,0.0,Developing
Republic of the Congo,850001.0,0.0,56.0,13.0,13,1,2256136370.0,169.0,0.0,306400000.0,0.0,5741000000.0,13,1353682222.0,715391000.0,0.0,0.0,13,2461000.0,342000.0,11.0,0.0,423000000.0,12000.0,267000.0,5.0,2885000000.0,38163000000.0,510.0,0.0,23324.0,13.0,2,5008.0,0,0.0,0,13,13,4.0,6097665.0,38,13,13,1120.0,0.3321722063885725,0.0,2.131963279064481e-06,1.6399717531265244e-07,2.131963279064481e-06,0.0,2.131963279064481e-06,0.0,0.0,2.131963279064481e-06,2.131963279064481e-06,2.131963279064481e-06,2.131963279064481e-06,92.0,850001.0,50.2487345157967,Other,OTH,0.0,0.0,Developing
Democratic Republic of the Congo,16658001.0,0.0,272.0,46.0,46,8,39237029340.0,37.0,0.0,796560000.0,0.0,4994000000.0,46,31389623272.0,3898125000.0,0.0,0.0,46,35983000.0,2344858.0,24.0,0.0,380000.0,26000.0,19000.0,3.0,180000000.0,154012000000.0,4007.0,3100000.0,152373.0,46.0,8,10481.0,0,0.0,0,46,46,16.0,115403027.0,60,46,46,15000.0,1.203617821001165,0.0,3.986030591848942e-07,6.93222711625903e-08,3.986030591848942e-07,0.0,3.986030591848942e-07,0.0,0.0,3.986030591848942e-07,3.986030591848942e-07,3.986030591848942e-07,3.986030591848942e-07,330.0,19758001.0,6.902418539659116,Other,OTH,0.0,0.0,Developing
Uganda,4500001.0,,39.0,51.0,51,6,16756234340.0,,,985400000.0,,11818000000.0,51,9905891201.0,3506500000.0,,,51,18881000.0,241038.0,0.0,,0.0,43000.0,0.0,0.0,2500000000.0,135668000000.0,1244.0,0.0,20544.0,51.0,6,2729.0,0,,0,51,51,,49283041.0,26,51,51,0.0,0.324987887388926,,1.0348387179508927e-06,1.2174573152363446e-07,1.0348387179508927e-06,,1.0348387179508927e-06,0.0,0.0,1.0348387179508927e-06,1.0348387179508927e-06,1.0348387179508927e-06,1.0348387179508927e-06,363.0,4500001.0,19.99470730723156,Other,OTH,0.0,0.0,Developing
Bolivia,4000003.0,,200.0,64.0,64,0,5417269440.0,,,550200000.0,,11431000000.0,64,4112199334.0,1800000000.0,,,64,6114000.0,1098581.0,50.0,,13760000000.0,87000.0,58000.0,0.0,240900000.0,119785000000.0,3690.0,4000003.0,90568.0,64.0,0,7252.0,0,,0,64,64,,12311974.0,106,64,64,10000.0,0.6642102256398962,,5.1981911919086906e-06,0.0,5.1981911919086906e-06,,5.1981911919086906e-06,0.0,0.0,5.1981911919086906e-06,5.1981911919086906e-06,5.1981911919086906e-06,5.1981911919086906e-06,448.0,8000006.0,44.68819990294002,Other,OTH,0.0,0.0,Developing
Zimbabwe,2900002.0,,144.0,95.0,95,6,6517134380.0,,,530800000.0,,11000000000.0,95,3721626217.0,115530000.0,,,95,6561000.0,390757.0,0.0,,0.0,29000.0,800.0,0.0,0.0,58583000000.0,3427.0,0.0,97267.0,95.0,0,3229.0,0,,0,95,95,,17150352.0,0,95,95,0.0,0.3253122685363032,,5.539244585811149e-06,3.498470264722831e-07,5.539244585811149e-06,,5.539244585811149e-06,0.0,0.0,5.539244585811149e-06,5.539244585811149e-06,5.539244585811149e-06,5.539244585811149e-06,671.0,2900002.0,30.94980027524798,Other,OTH,0.0,0.0,Developing
Bahrain,1840012.0,0.0,3.0,132.0,132,34,846120540.0,161.0,2.0,1597200000.0,0.0,49500000000.0,132,720768460.0,5118000000.0,2.0,0.0,132,855000.0,760.0,184.0,0.0,18005000000.0,72000.0,189000.0,4.0,186500000.0,85491000000.0,0.0,11000070.0,4122.0,132.0,38,,0,0.0,0,132,132,64.0,1566888.0,26,132,132,0.0,0.3723775872494199,0.0,8.42433637609301e-05,2.1699048241451693e-05,8.42433637609301e-05,0.0,8.42433637609301e-05,0.0,0.0,8.42433637609301e-05,8.42433637609301e-05,8.42433637609301e-05,8.42433637609301e-05,958.0,12840082.0,1019.3447015072542,Other,OTH,0.0,0.0,Developing
Latvia,1725010.0,0.0,56.0,7.0,7,0,810561450.0,498.0,0.0,1138000000.0,0.0,44180400000.0,7,648449360.0,4957000000.0,0.0,0.0,7,978000.0,64589.0,83.0,6.0,0.0,35000.0,2000.0,5.0,0.0,71154000000.0,2216.0,3600020.0,70244.0,7.0,47,1370.0,0,0.0,0,7,7,18.0,1801246.0,0,7,7,300.0,0.2933849775838978,0.0,3.886196618231703e-06,0.0,3.886196618231703e-06,0.0,3.886196618231703e-06,0.0,0.0,3.886196618231703e-06,3.886196618231703e-06,3.886196618231703e-06,3.886196618231703e-06,49.0,5325030.0,631.7845359353826,Other,OTH,0.0,0.0,Developing
Slovenia,730003.0,0.0,42.0,39.0,39,0,1006989480.0,47.0,0.0,886860000.0,0.0,55000000000.0,39,826570394.0,2370000000.0,0.0,0.0,39,1055000.0,20273.0,8.0,0.0,3863000.0,45000.0,0.0,2.0,0.0,102036000000.0,1207.0,2600012.0,38985.0,39.0,0,1211.0,0,0.0,0,39,39,2.0,2097893.0,18,39,39,710.0,0.1299376539429517,0.0,1.8590071757676983e-05,0.0,1.8590071757676983e-05,0.0,1.8590071757676983e-05,0.0,0.0,1.8590071757676983e-05,1.8590071757676983e-05,1.8590071757676983e-05,1.8590071757676983e-05,273.0,3330015.0,422.7382317695746,Other,OTH,0.0,0.0,Developing
Georgia,5500011.0,0.0,19.0,61.0,61,11,2744538560.0,310.0,0.0,495629055.0,0.0,13488000000.0,61,2225036454.0,5002000000.0,0.0,0.0,61,1853000.0,69700.0,26.0,4.0,8760000.0,32000.0,300.0,3.0,35000000.0,83656000000.0,1363.0,15250031.0,20295.0,61.0,67,1814.0,0,0.0,0,61,61,19.0,4900961.0,121,61,61,0.0,0.3532648483304156,0.0,1.2446536006604418e-05,2.2444573126663706e-06,1.2446536006604418e-05,0.0,1.2446536006604418e-05,0.0,0.0,1.2446536006604418e-05,1.2446536006604418e-05,1.2446536006604418e-05,1.2446536006604418e-05,438.0,20750042.0,101.12893244224296,Other,OTH,0.0,0.0,Developing
Armenia,5750019.0,,11.0,71.0,71,20,1666988560.0,,,1700000000.0,,9014000000.0,71,1366335459.0,3607000000.0,,,71,1356000.0,29743.0,0.0,,0.0,14000.0,0.0,0.0,0.0,57728000000.0,686.0,21000071.0,7700.0,71.0,145,1570.0,0,,0,71,71,,2976765.0,148,71,71,0.0,0.2546120385612588,,2.385138771404941e-05,6.71870076452096e-06,2.385138771404941e-05,,2.385138771404941e-05,0.0,0.0,2.385138771404941e-05,2.385138771404941e-05,2.385138771404941e-05,2.385138771404941e-05,517.0,26750090.0,571.0895649842817,Other,OTH,0.0,0.0,Developing
Estonia,770006.0,0.0,26.0,5.0,5,0,584958490.0,3794.0,0.0,1463360000.0,0.0,26400000000.0,5,456028382.0,2593000000.0,0.0,0.0,5,752000.0,45228.0,72.0,4.0,0.0,28000.0,24000.0,20.0,0.0,57377000000.0,1441.0,7880066.0,58412.0,5.0,36,657.0,0,0.0,0,5,5,8.0,1193791.0,0,5,5,335.0,0.2319891200210962,0.0,4.188334316195786e-06,0.0,4.188334316195786e-06,0.0,4.188334316195786e-06,0.0,0.0,4.188334316195786e-06,4.188334316195786e-06,4.188334316195786e-06,4.188334316195786e-06,35.0,8650072.0,1225.8081809896532,Other,OTH,0.0,0.0,Developing
Ivory Coast,2200001.0,0.0,29.0,19.0,19,3,12292521410.0,515.0,0.0,669600935.0,0.0,19311500000.0,19,7855221262.0,7583484000.0,0.0,0.0,19,10954000.0,322463.0,25.0,0.0,2635000000.0,60000.0,29000.0,5.0,100000000.0,202758000000.0,660.0,0.0,81996.0,19.0,0,3458.0,3,0.0,0,19,19,3.0,29981758.0,2,19,19,980.0,0.3262821043393728,0.0,6.337186553997716e-07,1.0006084032627973e-07,6.337186553997716e-07,0.0,6.337186553997716e-07,1.0006084032627973e-07,0.0,6.337186553997716e-07,6.337186553997716e-07,6.337186553997716e-07,6.337186553997716e-07,139.0,2200001.0,22.3336107464542,Other,OTH,0.0,0.0,Developing
Zambia,1515001.0,,119.0,77.0,77,0,7279691350.0,,,394240000.0,,13200000000.0,77,4139024199.0,2861000000.0,,,77,7051000.0,752618.0,2.0,,0.0,34000.0,0.0,0.0,0.0,76493000000.0,3126.0,0.0,67671.0,77.0,12,6043.0,0,,0,77,77,,20799116.0,30,77,77,0.0,0.4518945056897087,,3.7020802373485374e-06,0.0,3.7020802373485374e-06,,3.7020802373485374e-06,0.0,0.0,3.7020802373485374e-06,3.7020802373485374e-06,3.7020802373485374e-06,3.7020802373485374e-06,539.0,1515001.0,18.95465081522451,Other,OTH,0.0,0.0,Developing
South Sudan,18500015.0,,82.0,20.0,20,6,6351857500.0,,,175300000.0,,2475000000.0,20,4065188320.0,183615000.0,,,20,4471000.0,644329.0,0.0,,0.0,14000.0,146000.0,0.0,3750000000.0,20010000000.0,248.0,0.0,90200.0,20.0,24,6018.0,0,,0,20,20,,12703714.0,0,20,20,0.0,0.4891420677247178,,1.5743426233979588e-06,4.723027870193877e-07,1.5743426233979588e-06,,1.5743426233979588e-06,0.0,0.0,1.5743426233979588e-06,1.5743426233979588e-06,1.5743426233979588e-06,1.5743426233979588e-06,146.0,18500015.0,13.79911309408311,Other,OTH,0.0,0.0,Developing
Tanzania,2700000.0,0.0,206.0,39.0,39,0,12143182180.0,1424.0,0.0,1406745334.0,0.0,18983500000.0,39,667875099.0,5693050000.0,0.0,0.0,39,31219000.0,947300.0,381.0,0.0,1808000000.0,58000.0,0.0,8.0,0.0,234050000000.0,4097.0,8000001.0,145203.0,39.0,0,4161.0,0,0.0,0,39,39,12.0,67462121.0,0,39,39,0.0,0.5261537905718253,0.0,5.781021830294635e-07,0.0,5.781021830294635e-07,0.0,5.781021830294635e-07,0.0,0.0,5.781021830294635e-07,5.781021830294635e-07,5.781021830294635e-07,5.781021830294635e-07,273.0,10700001.0,20.85237303979261,Other,OTH,0.0,0.0,Developing
Cambodia,22100013.0,0.0,13.0,25.0,25,0,8190561480.0,443.0,0.0,860000000.0,0.0,13200000000.0,25,5733393336.0,17801000000.0,0.0,0.0,25,9175000.0,181035.0,195.0,0.0,0.0,73000.0,0.0,2.0,0.0,85900000000.0,642.0,0.0,47263.0,25.0,30,2530.0,0,0.0,0,25,25,20.0,17063669.0,430,25,25,3700.0,0.4553336320526215,0.0,1.465101001132816e-06,0.0,1.465101001132816e-06,0.0,1.465101001132816e-06,0.0,0.0,1.465101001132816e-06,1.465101001132816e-06,1.465101001132816e-06,1.465101001132816e-06,175.0,22100013.0,50.39947443896887,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
